CONTEXTID,CONTEXTNAME,CONTEXTPARENTCONTEXTID,PATIENTID,ENTERPRISEID,FIRSTNAME,LASTNAME,MIDDLEINITIAL,NAMESUFFIX,SEX,DOB,ADDRESS,ADDRESS2,CITY,STATE,ZIP,PATIENTEMPLOYERID,PATIENTHOMEPHONE,WORKPHONE,MOBILEPHONE,CONTACTPREFERENCE,EMAIL,DONOTCALLYN,ETHNICITY,CDCETHNICITYCODE,RACE,CDCRACECODE,LANGUAGE,ISO6392CODE,MARITALSTATUS,DECEASEDDATE,PATIENTSTATUS,HOLDSTATEMENTREASON,NEWPATIENTID,REGISTRATIONDATE,PRIMARYPROVIDERID,PREFERREDLABID,SELFPAYRESTRICTIONYN,OCCUPATION,REFERRALSOURCE,REFERRALSOURCEOTHER,GUARANTORFIRSTNAME,GUARANTORLASTNAME,GUARANTORMIDDLEINITIAL,GUARANTORNAMESUFFIX,GUARANTORDOB,GUARANTORSSN,GUARANTORRELATIONSHIP,GUARANTORADDRESS,GUARANTORADDRESS2,GUARANTORCITY,GUARANTORSTATE,GUARANTORZIP,GUARANTOREMPLOYERID,GUARDIANFIRSTNAME,GUARDIANLASTNAME,GUARDIANMIDDLEINITIAL,GUARDIANNAMESUFFIX,EMERGENCYCONTACTNAME,EMERGENCYCONTACTRELATIONSHIP,EMERGENCYCONTACTPHONE,PATIENTSSN,REGISTRATIONDEPARTMENTID,CURRENTDEPARTMENTID,PROVIDERGROUPID,UNCONFIRMEDFAMILYSIZE,UNCONFINCOMEPERPAYPERIOD,UNCONFIRMEDPAYPERIOD,UNCONFIRMEDYEARLYINCOME,UNCONFIRMEDPOVERTYLEVEL,UNCONFIRMEDFAMILYSZEDECLYN,UNCONFIRMEDINCOMEDECLINEDYN,GUARANTORPHONE,AGRICULTURALWORKER,AGRICULTURALWORKERTYPES,HOMELESSSTATUS,HOMELESSSTATUSTYPES,SCHOOLBASEDHEALTHCENTERPNT,VETERANSTATUS,TESTPATIENTYN,PRIVACYNOTICEGIVENFLAG,PRIVACYNOTICEGIVENDATE,PRIVACYNOTICEGIVENDEPTID,PRIVACYNOTICEGIVENBY,PRIVNOTICENOTGIVENREASON,PRIVNOTICENOTGIVENNOTE,PATIENTSIGONFILEFLAG,PATIENTSIGEFFECTIVEDATE,PATIENTSIGEXPIRATIONDATE,INSUREDSIGONFILEFLAG,INSUREDSIGEFFECTIVEDATE,INSUREDSIGEXPIRATIONDATE,CONSENTTOCALLFLAG,CONSENTTOCALLEFFDATE,GENDERIDENTITY,SEXUALORIENTATION,CONSENTTOTEXTYN,PUBLICHOUSING,DEFAULTPRESCRIPTIONPROVID,LASTUPDATED,FAMILYID,SMSOPTINDATE,DEFAULTIMAGINGPROVIDERID,GUARANTOREMAIL,TRANSLATEDHOMEPHONEINDEX,TRANSLATEDWORKPHONEINDEX,TRANSLATEDMOBILEPHONEINDEX,DELETEDDATETIME,DELETEDBY,RESTRICTREPORTINGYN,Record_Created_Date,Record_Updated_Date
1001,HC_INSIGHT++,2001,1140,12502,Daniel,Morris,w,MD,F,00:00.0,82055 Danielle Track Suite 559,Suite 329,Bakerton,WV,76395,1151423,739-247-6810,527.613.4537x84240,+1-401-575-9404x650,Email,ortegawilliam@example.org,Y,Caucasian,AA,Asian,CC,Greek,1,Married,,Active,,,12:33.8,795,106,Y,Nurse,Other,n,,George,,Jr.,00:00.0,65646736.0,Other,,,,,37124.0,1188079,Lisa,King,F,MD,,Friend,,93994651.0,2506,2457,1,5.0,,hot,,,Y,Y,,,,Y,Y,Y,,,,00:00.0,158.0,Destiny Arellano,into,Whole so then maintain with.,,1/9/1978,7/8/2004,Y,00:00.0,7/7/1973,Y,,,,N,N,,00:00.0,,,,aliciabass@example.net,,4.0,7.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1141,12400,Scott,Moore,h,MD,M,00:00.0,67596 Hogan Rue Apt. 223,Suite 115,Jacksonview,KY,53880,211693,856.391.9902,001-345-485-5015x324,+1-365-776-3941x6549,Phone,samanthaparrish@example.net,Y,Hispanic,AA,African American,HP,Hindi,1,Divorced,8/9/1993,Inactive,,,12:33.8,900,147,N,Teacher,Other,n,Kendra,,,Jr.,00:00.0,,father,,,Abbottville,,35807.0,325189,Jared,,,DDS,,institute,,77252634.0,2272,2448,1,,,on,61533.0,,N,N,950-871-7185x12517,N,,,,N,N,Y,N,,153.0,Tabitha Grant,authority,,N,,11/4/1976,N,,11/19/1979,,00:00.0,,,,N,,00:00.0,,6/6/1976,,,,6.0,1.0,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1143,12431,David,King,R,MD,F,00:00.0,486 Charles Road Apt. 220,Suite 559,South Jacobborough,LA,45605,405666,436-507-7562,001-798-538-8667x82573,(265)204-8095x20362,Email,micheletaylor@example.net,Y,Asian,CC,Caucasian,HP,English,1,Married,3/9/2015,Active,,,12:33.8,957,132,Y,Electrician,Friend,n,Chase,Graham,,,00:00.0,36166701.0,institute,,,,,,948790,,,H,II,Ashley Leach,institute,,43457157.0,2497,2239,1,4.0,,,88484.0,,Y,,,N,management,,,,,N,,00:00.0,157.0,James Newman,clearly,Catch huge window available executive.,,3/14/1978,,,00:00.0,5/4/1995,,,,,N,,,00:00.0,,,,lopezdarrell@example.com,5.0,5.0,4.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1144,12470,Latasha,Black,a,MD,F,00:00.0,619 Kimberly Fords,Apt. 447,Phillipsshire,MA,25145,1610788,+1-305-632-1844x31384,857.872.5482x463,(875)330-0028,Email,timothy20@example.org,Y,African American,AS,Hispanic,CC,English,1,Single,7/2/1990,Active,,,12:33.8,333,150,,Marketing Manager,Friend,n,,Brown,,,00:00.0,,mother,19314 John Pike,Suite 464,,,,1103715,Sabrina,,,,George Scott,Other,001-287-597-1202,,2341,2340,1,,2750.0,,82596.0,,,,-4655,Y,,,,N,,,Y,,,,,Professor well option chair hotel.,Y,10/27/1951,,Y,00:00.0,8/17/2016,N,,,,,N,,00:00.0,,10/1/1951,,,3.0,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1145,12488,Mary,Johnson,J,PhD,F,00:00.0,0924 Smith Mountain,Apt. 947,South Michaelside,VI,35698,1326138,(626)387-5789x311,+1-347-828-0116x05014,861-700-4754x37021,Mail,danielgarcia@example.com,Y,African American,Other,Caucasian,AA,german,1,Single,8/11/1978,Inactive,,,12:33.8,1548,141,N,Data Scientist,hospital staff,n,,,A,,00:00.0,,Other,,,Timothymouth,,66643.0,532802,Alexis,Lawson,u,,Taylor Hopkins,father,,52626595.0,2503,2470,1,7.0,4270.0,,,,,,,,,,Y,,,N,,,,,,,,,,Y,,11/1/1961,N,00:00.0,,,Y,Y,,00:00.0,,10/2/1966,,baileymartha@example.org,,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1146,12403,Nathan,Lowe,B,MD,M,00:00.0,68039 Benjamin Centers,Suite 476,Cherryport,SD,92257,68964,-9685,8984897937,299-682-2883,Phone,megankennedy@example.org,N,Hispanic,HP,Hispanic,AS,French,1,Married,,Active,,,12:33.8,51,103,,Graphic Designer,hospital staff,n,,,O,II,00:00.0,57265877.0,Friend,,Apt. 310,Port Jim,ME,,495656,,Barnes,g,,,father,872.749.5025x9217,87036094.0,2281,2277,1,7.0,,,,,N,Y,,,environmental,Y,Y,,Y,N,N,00:00.0,164.0,Melissa Martin,we,,Y,,4/2/2018,,00:00.0,2/28/2003,Y,,,,,Y,,00:00.0,,2/14/1965,,sanchezchristopher@example.net,,5.0,4.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1148,12400,Kent,Sanchez,D,MD,M,00:00.0,21936 Williams Spurs,Apt. 372,Carolineport,MT,23948,1054998,766.731.2358,001-714-636-0786x7003,(896)271-4026,Mail,andreasmith@example.net,N,Other,HP,Asian,AS,german,1,Married,6/30/1995,Active,,,12:33.8,39,101,,Nurse,advertisement,n,Kelly,Peterson,,DDS,00:00.0,,Friend,,,,OK,,451659,,,y,,James Reynolds,Other,,53467211.0,2243,2342,1,4.0,,person,63030.0,,Y,,691.248.6285,Y,exactly,Y,Y,,N,Y,N,00:00.0,,Lori Estes,,,,,2/21/1962,,00:00.0,12/11/2008,N,,,,,,,00:00.0,,,,taylor49@example.net,2.0,6.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1149,12431,Richard,May,q,Jr.,F,00:00.0,746 Kirsten Mews,Suite 627,Ryanborough,NY,61857,2066731,(297)752-4576x316,402.358.2523x288,299.416.8875x528,Phone,mary32@example.com,Y,African American,Other,Caucasian,AA,german,1,Married,,Active,,,12:33.8,803,113,,Nurse,Other,n,,James,g,,00:00.0,46201721.0,Friend,,Suite 548,,,,886116,Amanda,Huang,,,Alexandria Moyer,mother,,23968868.0,2318,2287,1,,,tough,,,N,N,001-514-843-2465x46158,,inside,,Y,,N,Y,N,00:00.0,134.0,,,Both toward out be worker possible glass upon.,,9/2/2003,,N,00:00.0,7/3/2019,Y,00:00.0,,,,,,00:00.0,,,,,,6.0,6.0,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1151,12418,Andrea,Hall,O,MD,M,00:00.0,471 Phillip Ferry Apt. 316,Suite 251,East Robertside,KY,34616,1184730,(600)233-1060x876,7673597119,849.782.0409x67318,Mail,smithmadison@example.com,Y,Asian,CC,African American,AS,French,1,Single,2/27/2012,Inactive,,,12:33.8,337,137,Y,Marketing Manager,Other,n,,Powers,O,,00:00.0,43152078.0,institute,,Suite 982,Anthonyberg,,,873891,,,i,PhD,,father,7668355125,17667343.0,2473,2289,1,,,talk,,,,Y,,Y,,,Y,N,Y,,,,,,,Wall protect civil career item.,N,5/5/1989,6/26/2009,,,8/30/2006,N,00:00.0,,,Y,Y,,00:00.0,,3/12/1987,,janicenicholson@example.org,1.0,,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1155,12460,Dennis,Peterson,f,PhD,F,00:00.0,28703 Horton Valleys Suite 513,Suite 980,Ericbury,RI,87450,1211031,001-510-645-4779x77128,+1-313-544-0023x995,730-439-9550x164,Phone,georgebrittney@example.net,N,African American,HP,Caucasian,Other,English,1,Divorced,3/1/1962,Active,,,12:33.8,68,121,,Chef,Other,n,,,c,DVM,00:00.0,76208713.0,father,69220 Brandon Vista,,,,84550.0,35418,,Jones,t,,Joshua Bennett,Other,884.439.3225x484,,2369,2347,1,8.0,,,44536.0,,N,,+1-852-734-3739x5441,N,the,,,Y,Y,,,,,,within,Radio accept individual word.,,11/21/2016,6/17/1970,N,,6/7/1971,N,00:00.0,,,Y,,,00:00.0,,,,,,10.0,1.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1157,12539,Stephanie,Morris,Y,MD,M,00:00.0,42764 Matthew Curve Apt. 144,Suite 046,Lake Angie,AS,51898,773971,985-426-6858,+1-225-284-8070x317,+1-367-468-0878x8575,Email,greentanya@example.org,N,Asian,AA,Other,CC,English,1,Divorced,8/14/1952,Inactive,,,12:33.8,1446,132,,Nurse,hospital staff,n,William,Warner,,,00:00.0,,mother,288 Melody Alley Apt. 787,Suite 889,,MD,,213652,April,,I,,,mother,264.525.6210x349,84930439.0,2465,2431,1,10.0,,,,,Y,,,N,,N,Y,,Y,,,,,James Trujillo,hold,Something reality well player very arrive.,,11/24/1968,5/1/1982,N,,6/5/1979,Y,00:00.0,,,,N,,00:00.0,,10/14/1993,,zreyes@example.org,1.0,10.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1160,12413,Melanie,Baker,k,MD,M,00:00.0,45654 Samantha Turnpike,Apt. 967,Deborahmouth,SC,67515,77076,+1-536-308-4051x951,5856737620,001-279-773-6974x187,Phone,santoscory@example.org,Y,Other,AA,Other,AS,French,1,Divorced,,Active,,,12:33.8,1874,147,Y,Nurse,INTERNET,n,Kelly,,D,MD,00:00.0,41358490.0,Friend,,,,,1799.0,550910,,Patel,,MD,,father,765-672-7879x4110,,2250,2341,1,,2171.0,,,,,,329.876.4965x596,,move,,Y,,,Y,Y,00:00.0,152.0,,,Foreign president walk we process.,,,,Y,,12/14/1976,Y,,,,,,,00:00.0,,3/7/1966,,patrick42@example.com,6.0,7.0,9.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1161,12366,Sherri,Cervantes,D,DVM,M,00:00.0,3520 Castillo Flat Suite 055,Apt. 478,North Darleneborough,ND,14649,671425,827.412.0015x8671,783.301.8185x765,001-548-559-6825x578,Email,natashaford@example.com,Y,Caucasian,AS,African American,AS,Greek,1,Married,,Inactive,,,12:33.8,58,143,Y,Writer,INTERNET,n,Angelica,Fitzgerald,,,00:00.0,91046466.0,Friend,,,West Tiffany,ME,,943886,,,I,,,mother,+1-382-401-4721x308,,2398,2266,1,,,market,91826.0,,N,N,,,right,,Y,Y,,,N,,,Marisa Fisher,machine,,Y,3/24/1953,,N,,4/30/1995,,00:00.0,,,N,,,00:00.0,,,,,7.0,5.0,10.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1162,12516,Derek,Krause,r,PhD,M,00:00.0,58350 Wright River Suite 097,Suite 159,Haydenmouth,TN,95060,2023051,+1-558-623-6951x562,2847506556,896.728.6393x804,Phone,bellryan@example.org,N,Other,Other,African American,Other,german,1,Divorced,6/10/1993,Inactive,,,12:33.8,1114,122,N,Electrician,hospital staff,n,,,,,00:00.0,23510956.0,Other,,,,,,311798,,,t,,,father,,88658902.0,2348,2429,1,7.0,,,87910.0,,,N,+1-427-969-2740x2401,,possible,,,,N,Y,,,,Richard Santana,,Lot air various represent middle.,N,,,N,00:00.0,5/30/2014,,00:00.0,,,N,,,00:00.0,,5/26/2014,,,,7.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1163,12411,Mark,Perez,n,Jr.,F,00:00.0,2184 Lindsey Skyway Apt. 228,Suite 597,North Ericton,WI,42483,2000406,(595)453-2374x9693,558.504.7780x1919,(483)993-0061x683,Mail,hansentristan@example.org,Y,Asian,Other,African American,AA,Greek,1,Divorced,2/9/1960,Active,,,12:33.8,1103,102,N,Nurse,INTERNET,n,,,,,00:00.0,35304855.0,institute,76671 Erica Fort,,,DE,79819.0,771279,Susan,Woods,,,Jennifer Patel,institute,+1-524-295-4387x67749,54441156.0,2275,2451,1,,,,,,,,(486)262-7677,N,,N,Y,Y,N,,Y,,158.0,Gerald Cunningham,age,Special agreement analysis contain travel watch money.,,,2/13/2018,N,00:00.0,4/21/1956,N,00:00.0,,,,,,00:00.0,,,,,5.0,5.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1165,12404,Shawn,Shepherd,e,Jr.,F,00:00.0,10944 Laura Shore,Suite 967,Valeriebury,CT,30147,909099,001-391-238-9073x428,693-412-3859,507.709.1213x056,Email,icole@example.net,N,African American,HP,Hispanic,Other,French,1,Divorced,7/15/2016,Inactive,,,12:33.8,372,150,N,Writer,hospital staff,n,,Nguyen,x,,00:00.0,,mother,33209 White Oval,Apt. 197,,,64355.0,901475,Gary,,r,Jr.,Caitlin Daniel,mother,001-550-364-0018x498,,2233,2417,1,,,end,,,,,(454)796-4321x47028,,,,Y,,Y,N,,00:00.0,,,face,Country message red.,,9/8/1971,9/3/1959,N,00:00.0,5/5/1958,N,,,,,,,00:00.0,,,,stevennorris@example.net,,,4.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1166,12487,Jeffrey,Wheeler,W,MD,F,00:00.0,29773 Taylor Ramp Suite 319,Suite 301,Kellyfurt,OK,46254,1850214,510-779-0827,(904)940-8116x492,001-449-610-7989x5616,Mail,kimberlysullivan@example.org,N,Asian,Other,Hispanic,AS,French,1,Single,2/15/1950,Inactive,,,12:33.8,263,102,,Data Scientist,Friend,n,Dean,Ellis,,DVM,00:00.0,54228078.0,institute,87751 Christine Valley,Suite 260,,PR,,783572,Brian,,u,MD,Lacey Lawrence,Friend,,,2441,2401,1,10.0,,,88312.0,,,,(720)230-7918,Y,future,,Y,,,Y,,00:00.0,,,back,,,9/2/1987,,N,00:00.0,8/31/2019,,,,,Y,Y,,00:00.0,,,,grosario@example.net,6.0,5.0,2.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1171,12517,Kelly,Bryant,w,PhD,M,00:00.0,809 Sandoval Corner Suite 385,Suite 552,Port Ashley,VT,56153,749126,204-984-0078x05426,001-789-703-7451x651,217.639.7686x97380,Email,courtneyknight@example.net,N,Other,CC,Asian,AS,Hindi,1,Married,2/15/1967,Inactive,,,12:33.8,1724,121,,Nurse,Friend,n,,Moore,,,00:00.0,29073960.0,Other,734 Washington Courts Apt. 506,,,,,457194,Joshua,,,,Zachary Davis,Friend,,33914155.0,2350,2414,1,5.0,3732.0,perhaps,,,Y,,,Y,everyone,N,Y,,Y,Y,Y,,,Pamela Brown,room,,,10/8/1972,,,,11/5/1986,N,,,,,,,00:00.0,,3/5/1983,,cbrooks@example.com,8.0,6.0,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1176,12428,Thomas,Ramsey,S,PhD,M,00:00.0,776 Jasmine Points,Apt. 890,Port Christopherfort,UT,97573,17711,(775)970-5940,973-688-8022x389,5634956534,Email,eric89@example.org,Y,Asian,Other,Hispanic,Other,Greek,1,Married,,Inactive,,,12:33.8,1353,117,,Teacher,Other,n,,,r,,00:00.0,,Other,0717 Maldonado Rest Apt. 455,,,,56783.0,358367,Dominic,Lindsey,,,,Friend,,80578026.0,2359,2389,1,2.0,1898.0,exist,82115.0,,Y,,,Y,media,Y,,,N,,,00:00.0,,Michael Martinez,difficult,Point sure piece despite consumer read.,,7/11/1963,5/8/2006,,00:00.0,7/28/1980,Y,00:00.0,,,,Y,,00:00.0,,,,,,10.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1177,12346,Joshua,Stafford,e,II,M,00:00.0,0850 Powell Garden Apt. 208,Suite 268,Stacybury,UT,84753,599679,001-240-867-6128,535.218.5066,5225375330,Email,qmurphy@example.net,N,Other,CC,Asian,HP,French,1,Married,,Active,,,12:33.8,1091,138,N,Software Developer,advertisement,n,Roger,,A,,00:00.0,,father,081 Hailey Trace Suite 419,,,,,588476,,,R,,Robert Wright,Friend,404.812.3706x961,,2394,2456,1,1.0,1613.0,which,,,Y,,8548166105,,,,Y,,Y,N,,,140.0,,seat,Require during home laugh.,Y,,,,00:00.0,6/17/1987,N,00:00.0,,,,,,00:00.0,,,,,5.0,7.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1179,12487,David,Gilbert,t,MD,F,00:00.0,973 Theresa Club,Suite 330,South Jessicaberg,MI,78983,1132833,+1-630-975-2155x5970,388.782.7069,(217)481-8036x92836,Email,chapmangregory@example.net,N,Other,Other,Other,Other,French,1,Single,1/30/1963,Active,,,12:33.8,42,134,N,Electrician,INTERNET,n,,,,,00:00.0,,Other,55115 Bryan Flats Suite 123,Suite 780,Berryburgh,AK,,538894,Jonathan,Washington,j,,Sherry Rodgers,institute,(901)888-8817x95012,47867599.0,2268,2296,1,5.0,,maintain,45271.0,,Y,,001-471-808-2084x936,,,N,,,,,,00:00.0,,,,,Y,5/16/2021,,Y,,8/24/1953,,00:00.0,,,,,,00:00.0,,9/8/1977,,durandalton@example.org,8.0,9.0,4.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1182,12354,Ashley,Edwards,x,MD,F,00:00.0,406 Craig Prairie,Suite 247,Duranland,ND,92880,1185827,541-607-8215,001-973-484-0377x73783,457.886.7513,Phone,christine13@example.net,N,African American,Other,Caucasian,HP,Hindi,1,Married,1/30/2002,Inactive,,,12:33.8,811,139,Y,Teacher,Friend,n,,Brooks,N,,00:00.0,38298560.0,Friend,,,Seanburgh,NJ,8714.0,280966,,,,DDS,Jasmine Nicholson,Other,,15597241.0,2353,2320,1,5.0,4240.0,we,83688.0,,Y,,(841)367-3480x3568,Y,,,Y,,N,N,,00:00.0,,,late,Agency significant sister clear even consider fill.,Y,,10/27/1987,,,5/11/1997,N,00:00.0,,,,Y,,00:00.0,,5/21/1986,,xdiaz@example.net,6.0,3.0,7.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1183,12521,Kevin,Bean,P,III,M,00:00.0,98102 Sandra Club,Suite 281,Jamesside,ME,79687,146302,(284)933-0641,893-936-6786x7245,+1-712-398-0750x97400,Mail,jlewis@example.net,N,African American,AS,Other,CC,german,1,Single,3/4/1979,Active,,,12:33.8,793,122,,Software Developer,INTERNET,n,,Odom,M,Jr.,00:00.0,72797337.0,institute,63953 Wesley Light Suite 668,Suite 434,,,44510.0,182550,Robert,Golden,,,,mother,,96373074.0,2312,2421,1,1.0,,be,38207.0,,,N,,,,,,,N,Y,Y,,,,fill,,Y,4/5/1995,10/4/1983,,00:00.0,1/16/1992,,00:00.0,,,Y,Y,,00:00.0,,9/13/2000,,turnerscott@example.net,9.0,7.0,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1184,12448,Edward,Smith,t,Jr.,M,00:00.0,96301 Diana Summit Suite 040,Suite 155,North Mollychester,WA,42871,331509,837-421-8567,758-413-4752,370-667-3322x525,Mail,taylor59@example.net,N,Hispanic,Other,Other,AA,Greek,1,Married,,Inactive,,,12:33.8,1720,138,N,Teacher,advertisement,n,Zachary,Phillips,y,Jr.,00:00.0,81234982.0,institute,34333 Ellison Prairie Apt. 918,Suite 072,,,7467.0,936238,,Briggs,h,,,institute,724-451-9802,78171953.0,2291,2482,1,,,note,47232.0,,N,N,527-651-5813,Y,,,Y,,N,N,Y,,134.0,,,,,11/15/2020,7/12/1976,,00:00.0,5/16/1968,N,,,,,,,00:00.0,,,,isteele@example.org,8.0,,6.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1185,12444,Joshua,Hall,J,Jr.,M,00:00.0,24707 Singleton Vista,Apt. 508,Kathleenbury,MO,20957,36781,001-868-813-2877x332,+1-899-916-8832x78658,859-284-6906x79774,Phone,jessica69@example.net,N,Other,AS,Other,AA,French,1,Divorced,4/19/1993,Inactive,,,12:33.8,464,127,,Marketing Manager,Other,n,John,,Y,,00:00.0,84886707.0,father,6056 Ashley Center,Apt. 211,North Paul,ND,83418.0,120745,,Smith,,II,,Friend,,17436940.0,2506,2333,1,3.0,,discuss,79073.0,,,,,Y,idea,,,,,Y,,,,Travis Smith,arm,,Y,,,N,,5/23/1960,N,,,,N,,,00:00.0,,,,,,,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1186,12390,Alexandra,Kemp,L,DVM,M,00:00.0,00269 Garcia Club Apt. 638,Apt. 260,East Kristin,PA,26845,1357740,-10762,001-338-284-1708x21140,(436)645-3195x04100,Phone,sjefferson@example.net,Y,African American,HP,Asian,HP,English,1,Single,3/22/1958,Active,,,12:33.8,1056,103,Y,Chef,INTERNET,n,,,,PhD,00:00.0,,Other,,Apt. 714,,MI,81403.0,1035828,,,,,,Other,,68984249.0,2373,2446,1,,,reason,,,,,001-788-710-3980x543,N,beautiful,N,Y,N,N,N,,,,,situation,,N,1/26/2003,,,,2/21/1995,Y,00:00.0,,,N,,,00:00.0,,3/30/1995,,,,2.0,10.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1188,12371,Brianna,Gomez,i,Jr.,F,00:00.0,269 Robinson Light Apt. 982,Apt. 934,Richardville,TN,37974,1064464,6303357930,+1-557-425-4797x9855,(805)361-3685,Email,zjones@example.org,Y,African American,AA,Caucasian,AA,English,1,Divorced,,Inactive,,,12:33.8,110,108,N,Chef,advertisement,n,Cheryl,Diaz,,,00:00.0,,institute,,,Perryview,TN,74112.0,585641,,Perkins,g,,Jimmy Powers,Friend,,41888882.0,2489,2258,1,,4330.0,,32644.0,,N,,(203)936-1030,Y,effort,,Y,,Y,N,N,,,,,Today summer realize series.,Y,,,N,,1/18/2021,,00:00.0,,,Y,,,00:00.0,,,,,4.0,2.0,10.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1189,12489,Lawrence,Pace,U,MD,M,00:00.0,748 Charlotte Lodge,Apt. 130,Sherryborough,IN,52211,1653780,001-500-707-1062x49961,442-943-4541x917,001-893-832-4913x12795,Email,markwashington@example.net,N,Hispanic,AA,African American,HP,Hindi,1,Divorced,,Active,,,12:33.8,859,130,N,Mechanical Engineer,hospital staff,n,,Stafford,,Jr.,00:00.0,,Other,,Apt. 511,West Kristinberg,,94157.0,606734,,Thompson,F,,David Frederick,Other,,61810028.0,2481,2349,1,6.0,,piece,,,,,235-640-9181x901,Y,,Y,,,,N,,,,,doctor,,N,,,,,3/19/2019,,,,,,,,00:00.0,,2/9/1957,,,5.0,9.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1190,12345,Kevin,Davis,y,III,M,00:00.0,0924 Katherine Junctions Apt. 356,Suite 842,South Kimberlyton,GA,6041,516378,2466305671,516.837.7472x849,625-976-2402x587,Mail,longdavid@example.net,N,Caucasian,HP,Caucasian,CC,Greek,1,Single,7/3/1988,Active,,,12:33.8,1652,143,Y,Teacher,advertisement,n,,,,,00:00.0,,institute,20840 Christopher Dam Suite 933,Apt. 662,Williamsview,PW,,402477,,,V,,,father,-4672,47675502.0,2351,2233,1,6.0,1087.0,television,81994.0,,Y,N,,,decade,Y,,Y,Y,,N,,,Cindy Hamilton,tough,,,12/4/2009,,,00:00.0,3/18/1989,Y,00:00.0,,,,N,,00:00.0,,,,,7.0,,2.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1192,12528,Chad,Taylor,x,DDS,F,00:00.0,25796 Susan Haven Suite 524,Apt. 967,Port Karen,KY,97116,1495242,001-437-872-6132x18754,205.599.8428,510-449-6657x31786,Phone,jamesburke@example.net,Y,African American,CC,African American,AA,Hindi,1,Married,4/5/1989,Active,,,12:33.8,1042,136,Y,Teacher,Other,n,,,,,00:00.0,,institute,,,,,,666620,,Fitzgerald,,DVM,,Friend,9627428962,19799019.0,2340,2403,1,4.0,3733.0,cover,99229.0,,Y,,(731)342-0331,Y,,,,,Y,N,,,149.0,,,,Y,11/24/2017,,,,6/8/1966,,00:00.0,,,,Y,,00:00.0,,,,,,,6.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,1194,12433,Jacob,Trujillo,j,Jr.,M,00:00.0,49106 Dawson Islands Suite 045,Suite 859,Angelashire,NE,58336,2054250,444.878.8491,227.649.8266x00989,204-742-9036x194,Email,sandovalkaren@example.org,N,Other,AS,Other,AS,Greek,1,Divorced,2/8/1989,Inactive,,,12:33.8,1484,133,,Marketing Manager,INTERNET,n,,Spencer,,DDS,00:00.0,45900375.0,Other,,Apt. 288,Lake Markville,ID,39018.0,1099906,,Graham,,,,Friend,(968)976-8176,,2527,2398,1,1.0,3557.0,international,,,,,,Y,begin,Y,,,Y,,N,00:00.0,148.0,Calvin Mason,agree,,N,,11/12/1989,,,8/19/2019,,,,,,,,00:00.0,,4/20/2009,,schneidermark@example.org,1.0,,,,,N,00:00.0,00:00.0
